組み合わせ,共起回数
"居る, 有る, 来る, 為る, 為る, 自分",48
"居る, 有る, 来る, 為る, 為る, 自分, 言う",77
"居る, 有る, 来る, 為る, 自分, 言う",58
"居る, 有る, 来る, 為る, 自分, 言う, 言う",46
"居る, 有る, 来る, 自分, 言う",65
"居る, 有る, 来る, 自分, 言う, 言う",38
"有る, 来る, 自分, 言う",46
"有る, 来る, 為る, 自分, 言う",58
"有る, 来る, 為る, 自分",86
"有る, 来る, 為る, 為る, 自分",100
"居る, 来る, 自分, 言う",41
"居る, 来る, 為る, 自分, 言う",63
"来る, 為る, 自分, 言う",76
"来る, 為る, 為る, 自分, 言う",76
"居る, 来る, 自分",65
"居る, 来る, 為る, 自分",105
"来る, 為る, 自分",159
"来る, 為る, 為る, 自分",127
"有る, 自分, 行く",31
"有る, 為る, 自分, 行く",41
"思う, 自分, 行く",31
"思う, 為る, 自分, 行く",32
"居る, 自分, 行く, 言う",30
"居る, 為る, 自分, 行く, 言う",38
"為る, 自分, 行く, 言う",43
"事, 自分, 行く",42
"事, 為る, 自分, 行く",63
"居る, 無い, 自分, 行く",34
"居る, 為る, 無い, 自分, 行く",60
"為る, 無い, 自分, 行く",86
"為る, 為る, 無い, 自分, 行く",66
"居る, 居る, 自分, 行く",30
"居る, 居る, 為る, 自分, 行く",42
"居る, 為る, 自分, 行く",88
"居る, 為る, 為る, 自分, 行く",53
"為る, 自分, 行く",133
"為る, 為る, 自分, 行く",71
"居る, 無い, 自分, 見る",36
"為る, 無い, 自分, 見る",45
"為る, 為る, 無い, 自分, 見る",35
"自分, 良い, 見る",37
"居る, 思う, 自分, 見る",36
"思う, 為る, 自分, 見る",40
"思う, 為る, 為る, 自分, 見る",31
"居る, 成る, 自分, 見る",38
"居る, 成る, 為る, 自分, 見る",41
"成る, 為る, 自分, 見る",41
"居る, 自分, 見る, 言う",32
"居る, 為る, 自分, 見る, 言う",39
"為る, 自分, 見る, 言う",58
"為る, 為る, 自分, 見る, 言う",37
"有る, 自分, 見る",50
"有る, 為る, 自分, 見る",40
"居る, 居る, 自分, 見る",30
"居る, 為る, 自分, 見る",73
"居る, 為る, 為る, 自分, 見る",38
"為る, 自分, 見る",122
"為る, 為る, 自分, 見る",73
"自分, 良い, 良い",41
"為る, 自分, 良い, 良い",52
"事, 居る, 自分, 良い, 言う",30
"事, 居る, 為る, 自分, 良い, 言う",67
"事, 為る, 自分, 良い, 言う",46
"事, 為る, 為る, 自分, 良い, 言う",36
"事, 居る, 自分, 良い",46
"事, 居る, 為る, 自分, 良い",96
"事, 為る, 自分, 良い",70
"事, 為る, 為る, 自分, 良い",53
"居る, 成る, 自分, 良い",51
"居る, 成る, 為る, 自分, 良い",84
"成る, 為る, 自分, 良い",59
"成る, 為る, 為る, 自分, 良い",40
"思う, 自分, 良い, 言う",36
"思う, 為る, 自分, 良い, 言う",36
"居る, 思う, 自分, 良い",46
"居る, 思う, 為る, 自分, 良い",62
"思う, 為る, 自分, 良い",61
"思う, 為る, 為る, 自分, 良い",46
"居る, 有る, 自分, 良い, 言う, 言う",36
"居る, 有る, 為る, 自分, 良い, 言う, 言う",72
"居る, 有る, 為る, 自分, 良い, 言う",82
"居る, 有る, 為る, 為る, 自分, 良い, 言う",76
"居る, 有る, 為る, 自分, 良い",79
"居る, 有る, 為る, 為る, 自分, 良い",71
"有る, 自分, 良い, 言う",58
"有る, 為る, 自分, 良い, 言う",60
"有る, 為る, 自分, 良い",72
"有る, 為る, 為る, 自分, 良い",57
"居る, 無い, 自分, 良い",31
"居る, 為る, 無い, 自分, 良い",52
"無い, 自分, 良い, 言う, 言う",36
"為る, 無い, 自分, 良い, 言う, 言う",42
"為る, 無い, 自分, 良い, 言う",59
"為る, 無い, 自分, 良い",100
"為る, 為る, 無い, 自分, 良い",58
"居る, 自分, 良い, 言う",52
"居る, 為る, 自分, 良い, 言う",88
"為る, 自分, 良い, 言う",97
"為る, 為る, 自分, 良い, 言う",58
"居る, 居る, 自分, 良い",51
"居る, 居る, 為る, 自分, 良い",91
"居る, 為る, 自分, 良い",178
"居る, 為る, 為る, 自分, 良い",143
"為る, 自分, 良い",212
"為る, 為る, 自分, 良い",139
"成る, 成る, 自分",37
"成る, 成る, 為る, 自分",40
"居る, 成る, 有る, 自分",32
"居る, 成る, 有る, 為る, 自分",36
"成る, 有る, 無い, 自分",33
"成る, 有る, 為る, 無い, 自分",46
"事, 成る, 有る, 自分",39
"事, 成る, 有る, 為る, 自分",64
"成る, 有る, 自分, 言う",45
"成る, 有る, 為る, 自分, 言う",49
"成る, 有る, 為る, 自分",85
"成る, 有る, 為る, 為る, 自分",45
"事, 思う, 成る, 無い, 自分",37
"事, 思う, 成る, 為る, 無い, 自分",78
"思う, 成る, 為る, 無い, 自分",60
"思う, 成る, 為る, 為る, 無い, 自分",47
"事, 居る, 思う, 成る, 自分",33
"事, 居る, 思う, 成る, 為る, 自分",43
"居る, 思う, 成る, 為る, 自分",48
"事, 思う, 成る, 自分",46
"事, 思う, 成る, 為る, 自分",86
"思う, 成る, 為る, 自分",94
"思う, 成る, 為る, 為る, 自分",72
"成る, 無い, 自分, 言う",50
"成る, 為る, 無い, 自分, 言う",63
"事, 居る, 成る, 無い, 自分",36
"事, 居る, 成る, 為る, 無い, 自分",40
"居る, 成る, 為る, 無い, 自分",75
"居る, 成る, 為る, 為る, 無い, 自分",48
"事, 成る, 無い, 自分",57
"事, 成る, 為る, 無い, 自分",79
"成る, 為る, 無い, 自分",111
"成る, 為る, 為る, 無い, 自分",71
"居る, 成る, 自分, 言う",47
"居る, 成る, 為る, 自分, 言う",53
"事, 成る, 自分, 言う",52
"事, 成る, 為る, 自分, 言う",57
"成る, 為る, 自分, 言う",104
"成る, 為る, 為る, 自分, 言う",60
"事, 居る, 成る, 自分",66
"事, 居る, 成る, 為る, 自分",91
"事, 成る, 為る, 自分",144
"事, 成る, 為る, 為る, 自分",106
"居る, 居る, 成る, 自分",39
"居る, 居る, 成る, 為る, 自分",64
"居る, 成る, 為る, 自分",178
"居る, 成る, 為る, 為る, 自分",109
"成る, 為る, 自分",258
"成る, 為る, 為る, 自分",146
"思う, 思う, 自分",34
"思う, 思う, 為る, 自分",43
"居る, 思う, 有る, 有る, 自分",36
"居る, 思う, 有る, 有る, 為る, 自分",52
"思う, 有る, 有る, 為る, 自分",45
"事, 事, 居る, 思う, 有る, 無い, 自分",38
"事, 事, 居る, 思う, 有る, 為る, 無い, 自分",112
"事, 居る, 思う, 有る, 為る, 無い, 自分",99
"事, 居る, 思う, 有る, 為る, 為る, 無い, 自分",85
"居る, 思う, 有る, 為る, 無い, 自分",91
"居る, 思う, 有る, 為る, 為る, 無い, 自分",83
"事, 事, 思う, 有る, 無い, 自分, 言う",32
"事, 事, 思う, 有る, 為る, 無い, 自分, 言う",106
"事, 思う, 有る, 為る, 無い, 自分, 言う",109
"事, 思う, 有る, 為る, 為る, 無い, 自分, 言う",121
"思う, 有る, 為る, 無い, 自分, 言う",83
"思う, 有る, 為る, 為る, 無い, 自分, 言う",63
"事, 事, 思う, 有る, 無い, 自分",56
"事, 事, 思う, 有る, 為る, 無い, 自分",166
"事, 思う, 有る, 為る, 無い, 自分",176
"事, 思う, 有る, 為る, 為る, 無い, 自分",180
"思う, 有る, 為る, 無い, 自分",132
"思う, 有る, 為る, 為る, 無い, 自分",118
"事, 居る, 思う, 有る, 自分, 言う",35
"事, 居る, 思う, 有る, 為る, 自分, 言う",89
"事, 思う, 有る, 為る, 自分, 言う",100
"事, 思う, 有る, 為る, 為る, 自分, 言う",109
"居る, 居る, 思う, 有る, 自分, 言う",42
"居る, 居る, 思う, 有る, 為る, 自分, 言う",82
"居る, 思う, 有る, 為る, 自分, 言う",94
"居る, 思う, 有る, 為る, 為る, 自分, 言う",81
"思う, 有る, 為る, 自分, 言う",88
"思う, 有る, 為る, 為る, 自分, 言う",66
"事, 事, 思う, 有る, 自分",34
"事, 事, 思う, 有る, 為る, 自分",104
"事, 居る, 居る, 思う, 有る, 自分",48
"事, 居る, 居る, 思う, 有る, 為る, 自分",111
"事, 居る, 思う, 有る, 為る, 自分",128
"事, 居る, 思う, 有る, 為る, 為る, 自分",99
"事, 思う, 有る, 為る, 自分",171
"事, 思う, 有る, 為る, 為る, 自分",159
"居る, 居る, 思う, 有る, 自分",69
"居る, 居る, 思う, 有る, 為る, 自分",136
"居る, 思う, 有る, 為る, 自分",168
"居る, 思う, 有る, 為る, 為る, 自分",132
"思う, 有る, 為る, 自分",185
"思う, 有る, 為る, 為る, 自分",135
"思う, 為る, 自分, 言う, 言う",35
"思う, 為る, 無い, 自分, 言う, 言う",54
"思う, 無い, 自分, 言う, 言う",47
"事, 事, 居る, 思う, 無い, 自分, 言う",38
"事, 事, 居る, 思う, 為る, 無い, 自分, 言う",111
"事, 事, 居る, 思う, 無い, 無い, 自分, 言う",36
"事, 事, 居る, 思う, 為る, 無い, 無い, 自分, 言う",36
"事, 事, 居る, 思う, 為る, 自分, 言う",87
"事, 事, 居る, 思う, 為る, 為る, 自分, 言う",85
"事, 事, 思う, 無い, 自分, 言う",34
"事, 事, 思う, 為る, 無い, 自分, 言う",106
"事, 事, 思う, 為る, 自分, 言う",97
"事, 事, 思う, 為る, 為る, 自分, 言う",118
"事, 居る, 思う, 無い, 自分, 言う",39
"事, 居る, 思う, 為る, 無い, 自分, 言う",91
"事, 思う, 為る, 無い, 自分, 言う",117
"事, 思う, 為る, 為る, 無い, 自分, 言う",125
"事, 居る, 思う, 自分, 言う",56
"事, 居る, 思う, 為る, 自分, 言う",127
"事, 居る, 居る, 思う, 自分, 言う",30
"事, 居る, 居る, 思う, 為る, 自分, 言う",30
"事, 思う, 為る, 自分, 言う",139
"事, 思う, 為る, 為る, 自分, 言う",141
"居る, 思う, 無い, 自分, 言う",31
"居る, 思う, 為る, 無い, 自分, 言う",61
"居る, 居る, 思う, 自分, 言う",34
"居る, 居る, 思う, 為る, 自分, 言う",75
"居る, 思う, 為る, 自分, 言う",114
"居る, 思う, 為る, 為る, 自分, 言う",83
"思う, 無い, 自分, 言う",84
"思う, 為る, 無い, 自分, 言う",121
"思う, 為る, 自分, 言う",155
"思う, 為る, 為る, 自分, 言う",109
"事, 事, 思う, 無い, 無い, 自分",30
"事, 事, 思う, 為る, 無い, 無い, 自分",84
"事, 思う, 為る, 無い, 無い, 自分",78
"事, 思う, 為る, 為る, 無い, 無い, 自分",73
"思う, 為る, 無い, 無い, 自分",49
"思う, 為る, 為る, 無い, 無い, 自分",41
"事, 居る, 居る, 思う, 無い, 自分",50
"事, 居る, 居る, 思う, 為る, 無い, 自分",106
"居る, 居る, 思う, 為る, 無い, 自分",84
"居る, 居る, 思う, 為る, 為る, 無い, 自分",71
"事, 事, 居る, 思う, 無い, 自分",52
"事, 事, 居る, 思う, 為る, 無い, 自分",137
"事, 居る, 思う, 為る, 無い, 自分",182
"事, 居る, 思う, 為る, 為る, 無い, 自分",139
"居る, 思う, 為る, 無い, 自分",150
"居る, 思う, 為る, 為る, 無い, 自分",108
"事, 事, 思う, 無い, 自分",67
"事, 事, 思う, 為る, 無い, 自分",177
"事, 思う, 為る, 無い, 自分",227
"事, 思う, 為る, 為る, 無い, 自分",212
"思う, 為る, 無い, 自分",196
"思う, 為る, 為る, 無い, 自分",152
"事, 事, 居る, 思う, 自分",46
"事, 事, 居る, 思う, 為る, 自分",107
"事, 事, 思う, 為る, 自分",139
"事, 事, 思う, 為る, 為る, 自分",146
"事, 居る, 居る, 思う, 自分",71
"事, 居る, 居る, 思う, 為る, 自分",159
"事, 居る, 思う, 為る, 自分",244
"事, 居る, 思う, 為る, 為る, 自分",187
"事, 思う, 為る, 自分",251
"事, 思う, 為る, 為る, 自分",228
"居る, 居る, 思う, 自分",89
"居る, 居る, 思う, 為る, 自分",169
"居る, 思う, 為る, 自分",288
"居る, 思う, 為る, 為る, 自分",199
"思う, 為る, 自分",328
"思う, 為る, 為る, 自分",238
"事, 有る, 有る, 自分",33
"事, 有る, 有る, 為る, 自分",62
"有る, 有る, 為る, 自分, 言う",31
"居る, 有る, 有る, 為る, 自分, 言う",41
"居る, 有る, 有る, 自分, 言う",50
"居る, 有る, 有る, 自分",55
"居る, 有る, 有る, 為る, 自分",82
"有る, 有る, 為る, 自分",94
"有る, 有る, 為る, 為る, 自分",77
"事, 有る, 無い, 無い, 自分, 言う",33
"事, 有る, 為る, 無い, 無い, 自分, 言う",56
"有る, 為る, 無い, 無い, 自分, 言う",46
"事, 有る, 無い, 無い, 自分",41
"事, 有る, 為る, 無い, 無い, 自分",81
"有る, 為る, 無い, 無い, 自分",63
"有る, 為る, 為る, 無い, 無い, 自分",43
"居る, 居る, 有る, 無い, 自分",33
"居る, 居る, 有る, 為る, 無い, 自分",64
"事, 事, 居る, 有る, 無い, 自分, 言う",46
"事, 事, 居る, 有る, 為る, 無い, 自分, 言う",128
"事, 居る, 有る, 為る, 無い, 自分, 言う",146
"事, 居る, 有る, 為る, 為る, 無い, 自分, 言う",127
"居る, 有る, 為る, 無い, 自分, 言う",117
"居る, 有る, 為る, 為る, 無い, 自分, 言う",108
"事, 事, 事, 居る, 有る, 無い, 自分",30
"事, 事, 事, 居る, 有る, 為る, 無い, 自分",82
"事, 事, 居る, 有る, 為る, 無い, 自分",134
"事, 事, 居る, 有る, 為る, 為る, 無い, 自分",118
"事, 居る, 有る, 為る, 無い, 自分",151
"事, 居る, 有る, 為る, 為る, 無い, 自分",119
"居る, 有る, 為る, 無い, 自分",145
"居る, 有る, 為る, 為る, 無い, 自分",121
"有る, 無い, 自分, 言う, 言う",43
"有る, 為る, 無い, 自分, 言う, 言う",46
"事, 事, 有る, 無い, 自分, 言う",36
"事, 事, 有る, 為る, 無い, 自分, 言う",100
"事, 有る, 為る, 無い, 自分, 言う",141
"事, 有る, 為る, 為る, 無い, 自分, 言う",115
"有る, 為る, 無い, 自分, 言う",132
"有る, 為る, 為る, 無い, 自分, 言う",77
"事, 事, 事, 有る, 無い, 自分",30
"事, 事, 事, 有る, 為る, 無い, 自分",82
"事, 事, 有る, 為る, 無い, 自分",154
"事, 事, 有る, 為る, 為る, 無い, 自分",143
"事, 有る, 為る, 無い, 自分",202
"事, 有る, 為る, 為る, 無い, 自分",171
"有る, 為る, 無い, 自分",216
"有る, 為る, 為る, 無い, 自分",183
"事, 事, 居る, 有る, 自分, 言う",35
"事, 事, 居る, 有る, 為る, 自分, 言う",81
"事, 事, 有る, 為る, 自分, 言う",72
"事, 事, 有る, 為る, 為る, 自分, 言う",71
"事, 事, 居る, 有る, 自分",39
"事, 事, 居る, 有る, 為る, 自分",79
"事, 事, 有る, 為る, 自分",113
"事, 事, 有る, 為る, 為る, 自分",100
"事, 居る, 居る, 有る, 自分, 言う",51
"事, 居る, 居る, 有る, 為る, 自分, 言う",139
"事, 居る, 有る, 為る, 自分, 言う",203
"事, 居る, 有る, 為る, 為る, 自分, 言う",189
"事, 有る, 為る, 自分, 言う",170
"事, 有る, 為る, 為る, 自分, 言う",135
"事, 居る, 居る, 有る, 自分",59
"事, 居る, 居る, 有る, 為る, 自分",135
"事, 居る, 有る, 為る, 自分",211
"事, 居る, 有る, 為る, 為る, 自分",166
"事, 有る, 為る, 自分",268
"事, 有る, 為る, 為る, 自分",197
"居る, 有る, 自分, 言う, 言う",49
"居る, 有る, 為る, 自分, 言う, 言う",70
"有る, 為る, 自分, 言う, 言う",66
"有る, 為る, 為る, 自分, 言う, 言う",40
"居る, 居る, 有る, 自分, 言う",69
"居る, 居る, 有る, 為る, 自分, 言う",140
"居る, 有る, 為る, 自分, 言う",211
"居る, 有る, 為る, 為る, 自分, 言う",193
"有る, 為る, 自分, 言う",208
"有る, 為る, 為る, 自分, 言う",136
"居る, 居る, 有る, 自分",92
"居る, 居る, 有る, 為る, 自分",188
"居る, 有る, 為る, 自分",297
"居る, 有る, 為る, 為る, 自分",248
"有る, 為る, 自分",388
"有る, 為る, 為る, 自分",281
"事, 事, 居る, 無い, 自分, 言う",45
"事, 事, 居る, 為る, 無い, 自分, 言う",125
"事, 事, 為る, 無い, 自分, 言う",98
"事, 事, 為る, 為る, 無い, 自分, 言う",99
"事, 事, 居る, 自分, 言う",50
"事, 事, 居る, 為る, 自分, 言う",113
"事, 事, 為る, 自分, 言う",102
"事, 事, 為る, 為る, 自分, 言う",94
"事, 事, 居る, 無い, 無い, 自分",36
"事, 事, 居る, 為る, 無い, 無い, 自分",108
"事, 事, 居る, 為る, 無い, 自分",168
"事, 事, 居る, 為る, 為る, 無い, 自分",185
"事, 事, 居る, 為る, 自分",155
"事, 事, 居る, 為る, 為る, 自分",160
"事, 事, 無い, 自分",73
"事, 事, 為る, 無い, 自分",170
"事, 事, 為る, 自分",167
"事, 事, 為る, 為る, 自分",161
"事, 居る, 自分, 言う, 言う",36
"事, 居る, 為る, 自分, 言う, 言う",66
"事, 為る, 自分, 言う, 言う",47
"事, 為る, 為る, 自分, 言う, 言う",30
"事, 居る, 無い, 無い, 自分, 言う",45
"事, 居る, 為る, 無い, 無い, 自分, 言う",91
"事, 為る, 無い, 無い, 自分, 言う",57
"事, 為る, 為る, 無い, 無い, 自分, 言う",37
"事, 居る, 無い, 自分, 言う",77
"事, 居る, 為る, 無い, 自分, 言う",152
"事, 為る, 無い, 自分, 言う",160
"事, 為る, 為る, 無い, 自分, 言う",129
"事, 居る, 居る, 自分, 言う",58
"事, 居る, 居る, 為る, 自分, 言う",153
"事, 居る, 為る, 自分, 言う",254
"事, 居る, 為る, 為る, 自分, 言う",219
